source_file,unit_index,form_type,status,cross_status,issues,stat_flags
อำเภอศรีบรรพต/40ตำบลเขาปู่.pdf,10,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,single_party_dominance: วรท เทอดวีระพงศ์; single_party_dominance: ศุภกร ขุนชิต; single_party_dominance: ภพเอกอัคร อินทรโม; single_party_dominance: นิติศักดิ์ ธรรมเพชร
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,0,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,1,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,2,constituency,FAIL,OK,scores['สมเสริม ชูรักษ์'] is None,single_party_dominance: วรท เทอดวีระพงศ์; score_outlier: วรท เทอดวีระพงศ์
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,5,constituency,PASS,MISMATCH,ballot_total differs between forms,
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,8,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; scores['พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง'] is None; scores['สมเสริม ชูรักษ์'] is None; ballot_total differs between forms,
อำเภอศรีบรรพต/39ตำบลเขาย่า.pdf,9,constituency,FAIL,MISMATCH,scores['พ.ต.อ.พงศ์พสิษฐ์ ทองด้วง'] is None; scores['อธิคม ขุนแก้ว'] is None; scores['สมเสริม ชูรักษ์'] is None; ballot_total differs between forms,
อำเภอควนขนุน/31ตำบลแพรกหา.pdf,3,constituency,FAIL,OK,sum(scores.values()) does not equal ballot_valid; ballot_valid is None,
อำเภอควนขนุน/31ตำบลแพรกหา.pdf,6,constituency,FAIL,OK,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid,
อำเภอควนขนุน/31ตำบลแพรกหา.pdf,7,constituency,FAIL,MISMATCH,ballot_valid + ballot_invalid + ballot_no_vote does not equal ballot_total; sum(scores.values()) does not equal ballot_valid; ballot_total differs between forms,
